Time (s),X (hPa)
324.1624717,1003.492126
325.1630517,1003.490982
326.1636247,1003.490067
327.1642027,1003.489456
328.1647767,1003.486557
329.1655847,1003.476868
330.1659787,1003.467636
331.1665067,1003.45932
332.1670837,1003.451462
333.1676577,1003.447189
334.1682357,1003.447189
335.1688107,1003.448257
336.1693897,1003.448257
337.1699657,1003.448181
338.1705427,1003.444519
339.1711187,1003.441849
340.1716967,1003.438339
341.1722717,1003.433914
342.1728497,1003.428497
343.1734247,1003.423843
344.1739997,1003.417587
345.1745777,1003.403015
346.1751597,1003.388062
347.1757337,1003.376617
348.1763067,1003.368835
349.1768877,1003.362579
350.1774587,1003.362579
351.1780357,1003.366013
352.1786107,1003.366013
353.1791877,1003.365326
354.1797647,1003.362579
355.1803397,1003.358917
356.1809157,1003.356476
357.1814927,1003.350067
358.1820707,1003.347931
359.1826467,1003.344269
360.1832227,1003.335266
361.1837987,1003.322449
362.1843737,1003.309097
363.1849487,1003.292694
364.1855257,1003.276901
365.1861037,1003.264771
366.1866837,1003.256683
367.1872567,1003.253174
368.1878297,1003.251495
369.1884097,1003.250732
370.1889857,1003.250198
371.1895627,1003.249207
372.1901357,1003.246384
373.1907107,1003.243866
374.1912877,1003.235397
375.1918677,1003.224487
376.1924437,1003.216095
377.1930197,1003.209686
378.1935977,1003.201218
379.1941727,1003.201218
380.1947527,1003.204956
381.1953247,1003.210526
382.1959057,1003.217621
383.1964827,1003.223343
384.1970567,1003.223572
385.1976297,1003.223572
386.1982087,1003.218765
387.1987867,1003.212738
388.1996357,1003.208313
389.2000047,1003.203506
390.2005067,1003.201599
391.2010897,1003.199234
392.2016647,1003.191223
393.2022397,1003.18161
394.2028177,1003.17131
395.2034017,1003.166809
396.2039757,1003.160019
397.2045457,1003.15834
398.2051237,1003.157578
399.2057017,1003.15712
400.2062747,1003.152542
401.2068517,1003.148804
402.2074317,1003.146667
403.2080027,1003.141403
404.2085807,1003.136826
405.2091587,1003.131485
406.2097337,1003.125153
407.2103097,1003.119202
408.2108837,1003.117142
409.2114617,1003.117142
410.2120387,1003.123932
411.2126127,1003.131638
412.2131887,1003.141403
413.2137657,1003.154449
414.2143407,1003.167191
415.2149187,1003.177948
416.2154957,1003.193893
417.2160757,1003.214188
418.2166477,1003.23616
419.2172237,1003.264465
420.2178057,1003.300247
421.2183757,1003.338623
422.2189547,1003.37265
423.2195327,1003.402557
424.2201137,1003.427124
425.2206847,1003.442307
426.2212597,1003.448792
427.2218387,1003.451996
428.2224137,1003.459396
429.2229927,1003.479691
430.2235637,1003.507309
431.2241447,1003.54744
432.2247187,1003.601456
433.2252937,1003.657074
434.2258727,1003.716202
435.2264517,1003.789825
436.2270237,1003.871078
437.2275997,1003.955307
438.2281747,1004.044647
439.2287547,1004.106598
440.2293277,1004.150925
441.2299047,1004.172668
442.2304807,1004.172668
443.2310567,1004.164124
444.2316327,1004.158783
