Time (s),X (µT),Y (µT),Z (µT)
105.1787962,-20.571558,-32.89213562,22.10534668
105.5092502,-14.8480854,-36.39905548,19.14230347
105.8397042,-7.452503204,-38.20062256,18.34448242
106.1701584,-5.706676483,-39.07907104,14.76852417
106.5006114,-0.157325745,-39.0271759,13.50372314
106.8310654,4.663396835,-38.73846436,12.90563965
107.1615193,-7.797218323,-36.03860474,20.41650391
107.4919733,-12.42192268,-33.70024109,22.22674561
107.8224273,-8.461065292,-35.91790771,19.74502563
108.1528814,-1.189584732,-39.31033325,11.68847656
108.4833354,4.359825134,-39.65556335,8.3800354
108.8137894,5.239013672,-39.76327515,6.925689697
109.1442422,3.40073967,-39.84199524,6.90133667
109.4746962,3.186962128,-40.2512207,6.753753662
109.8051502,3.303890228,-40.06079102,2.462860107
110.135604,5.215995789,-39.9730835,3.477874756
110.466058,4.573646545,-40.04777527,3.419250488
110.796511,3.877267838,-40.03311157,4.878662109
111.1269653,4.591825485,-39.99668884,5.728240967
111.4574193,5.179382324,-39.45239258,4.937591553
111.7878733,4.614597321,-39.67712402,4.855804443
112.1183265,5.333944321,-39.50735474,5.773498535
112.4487805,5.277145386,-39.97145081,4.965087891
112.7792345,5.36631012,-39.83131409,4.104309082
113.1096878,5.317581177,-39.62802124,3.960357666
113.4401418,4.98150444,-39.75578308,4.015594482
113.7705958,5.186574936,-39.81202698,4.513092041
114.1010498,5.076381683,-39.78837585,4.30267334
114.4315028,5.157094955,-40.05906677,4.973602295
114.7619568,5.475246429,-39.64120483,5.659393311
115.0924105,5.399318695,-39.4903717,5.29284668
115.4228645,5.629103661,-39.73399353,4.748077393
115.7533185,5.59516716,-39.91653442,4.348022461
116.083771,5.986157417,-39.75231934,4.067596436
116.414225,6.04319191,-39.95291138,4.837188721
116.744678,6.100399017,-39.78675842,3.953857422
117.075132,6.056773186,-39.83930969,5.667114258
117.405586,5.973277092,-40.03004456,5.087921143
117.736039,5.90650177,-39.98890686,4.744384766
118.0664923,6.002077103,-40.02792358,3.949493408
118.3969453,4.638772964,-39.87109375,-0.842773438
118.7273993,7.814162254,-39.14302063,0.493103027
119.0578524,8.212364197,-39.29534912,1.978759766
119.3883064,8.110347748,-39.27868652,2.296783447
119.7187594,8.456108093,-38.88397217,2.311920166
120.049213,8.813584328,-39.28450012,2.748931885
120.379666,8.305458069,-39.44186401,2.994445801
120.710119,8.362630844,-39.14147949,3.283874512
121.040573,8.077422142,-39.44721985,2.876617432
121.3710272,8.046927452,-39.41711426,2.906951904
121.7014812,7.976078033,-39.36428833,2.171508789
122.0319342,8.365719795,-39.37464905,2.59085083
122.3623868,7.809063911,-39.37127686,3.811584473
122.6928408,6.701808929,-39.63865662,3.644439697
123.0232938,7.910432816,-38.87197876,-1.599822998
123.3537468,8.990468979,-38.99252319,2.985351563
123.6842008,8.584368706,-37.64740753,14.29360962
124.0146538,7.813443184,-37.79029846,15.7583313
124.3451099,8.232011795,-37.92585754,14.76977539
124.6755629,9.411422729,-37.25863647,15.6791687
125.0060169,7.534710884,-37.57772064,15.37417603
125.3364663,8.355582237,-37.61934662,14.33184814
125.6669193,8.311034203,-37.51313019,15.98083496
125.9973723,8.185071945,-37.45153046,16.09143066
126.3278252,8.30570507,-37.42425537,16.05944824
126.6582792,8.410634041,-37.19898987,15.89373779
126.9887322,8.31146431,-37.09783936,16.02825928
127.3191861,8.143946648,-37.25619507,15.83721924
127.6496391,7.583389282,-37.38352203,16.51617432
127.9800921,8.365475655,-37.50508118,15.15118408
128.3105447,8.416254997,-37.36336517,15.34973145
128.6409977,8.018437386,-37.25624847,15.43652344
128.9714507,4.961143494,-37.679245,17.28213501
129.3019047,-3.540632248,-37.860672,16.98736572
129.6323577,-11.65020943,-37.40724945,13.71276855
129.9628107,-16.30277061,-35.49055481,14.1277771
130.2932636,-21.90156364,-32.64459991,12.01092529
130.6237166,-21.32135582,-33.20909882,9.122894287
130.9541696,-22.28366661,-32.42124176,9.70993042
131.2846227,-24.90553474,-30.14806366,7.284179688
131.6150757,-25.29522133,-30.09298706,5.432128906
131.9455287,-23.27407646,-31.07118988,11.9800415
132.275981,-21.09316063,-32.36495972,11.50756836
132.606433,-21.15956688,-31.25675201,12.70721436
132.936886,-20.69645882,-31.5480423,13.17504883
133.2673389,-21.44616508,-31.29608917,12.57192993
133.5977919,-21.32689857,-31.29143524,12.68078613
133.9282449,-20.48859596,-32.13233948,12.753479
134.2586986,-20.26774406,-32.3718338,11.8717041
134.5891516,-20.3139286,-32.43398285,12.42681885
134.9196046,-20.32111549,-31.88074493,13.62808228
135.2500575,-19.3139286,-32.20576477,14.57824707
135.5805105,-18.85302544,-32.02863312,15.14651489
135.9109635,-18.50524712,-32.0704422,17.17398071
136.2414157,-18.66086769,-31.64169312,17.63497925
136.5718687,-19.0232296,-31.55951691,17.83483887
136.9023207,-18.91663933,-31.35593414,18.01309204
137.2327732,-18.9916935,-31.67531586,17.29013062
137.5632262,-18.89130592,-31.46515656,17.26647949
137.8936792,-18.62867165,-31.420578,17.09570313
138.2241315,-18.91183281,-31.73103333,16.25823975
138.5545845,-18.84230614,-31.79185486,17.12442017
138.8850375,-18.70538139,-31.4081955,17.70864868
139.215489,-17.44940376,-31.20529175,18.98138428
139.545942,-16.26326561,-31.20779419,20.96032715
139.876395,-10.28862,-34.0286026,20.57476807
140.206848,-20.55723763,-16.88937378,32.92837524
140.537301,-21.94841957,-27.20597839,20.72348022
140.867753,-6.886287689,-36.43839264,17.04495239
141.1982055,6.379048347,-38.80395508,3.452178955
141.5286575,1.859079361,-38.76217651,-4.04989624
141.8591105,-8.00328064,-38.24307251,-2.670166016
142.1895665,-5.836280823,-38.55047607,-4.06137085
142.5200195,-8.377010345,-37.9984436,13.10739136
142.8504725,-13.0720005,-31.38895416,25.08544922
143.1809204,-7.971645355,-38.66999817,6.935638428
143.5113734,-8.932350159,-38.09558105,-2.15838623
143.8418254,-4.366039276,-38.730896,-1.174072266
144.172279,0.111572266,-38.76400757,-0.937927246
144.502731,1.129693985,-39.33772278,4.014129639
144.833184,-1.925073624,-38.88859558,11.13098145
145.1636357,-18.84264946,-27.36872101,24.80999756
145.4940877,-23.48195839,12.17880249,30.7996521
145.8245407,-16.81957054,19.40769958,32.35058594
146.1549924,-30.27817345,6.239845276,26.28762817
146.4854454,-26.54745293,-18.12480164,25.99414063
146.8158974,-28.47126961,-19.22706604,21.86340332
147.1463499,-32.29003906,-5.995307922,23.48455811
147.4768019,-31.95058632,15.84337616,14.73428345
147.8072549,-29.8336544,20.35942078,10.3586731
148.1377073,-29.66114235,21.38366699,7.135314941
148.4681593,-28.75229836,22.04814148,5.403076172
148.7986123,-29.04778481,21.12293243,5.765075684
149.1290648,-30.04409218,19.5835495,8.987915039
149.4595168,-30.28363609,17.49499512,14.37634277
149.7899698,-30.63815117,15.1036911,17.58932495
150.120422,-29.46956825,15.9148407,18.43460083
150.450874,-29.05487251,16.23488617,19.2633667
150.781326,-28.25138664,16.53570557,20.05441284
151.111779,-26.58509636,18.58725739,19.40551758
151.442231,-18.28701973,28.16715622,14.95639038
151.772683,-15.53373528,29.49459076,14.76116943
152.1031345,-15.68054008,29.87353897,14.5067749
152.4335875,-17.45361137,28.98476028,13.91113281
152.7640395,-19.22640419,28.77998734,11.74728394
153.0944919,-16.71773338,31.11444855,8.890106201
153.4249439,-18.40810204,30.59339142,7.31451416
153.7553959,-21.77892494,28.60774612,3.837127686
154.0858472,-21.29438591,29.21713257,5.880126953
154.4162992,-21.39507866,28.94652176,6.49508667
154.7467512,-25.23860359,24.46202087,12.72897339
155.0772032,-26.7633152,16.55593109,22.2862854
155.4076593,-30.02798653,7.236785889,23.59707642
155.7381123,-31.49412727,4.10408783,21.69412231
156.0685633,-32.86750031,8.448471069,15.76116943
156.3990112,-34.14483643,7.888618469,13.07324219
156.7294632,-33.3070755,5.501358032,18.131073
157.0599152,-32.20571136,5.07194519,19.39880371
157.390367,-32.71281433,5.078948975,18.10754395
157.720819,-33.09823608,1.622779846,18.1300354
158.051271,-32.08460999,-9.458457947,18.32720947
158.3817236,-26.94640541,-19.71154785,18.70089722
158.7121756,-24.89047813,-24.20491028,16.68621826
159.0426276,-20.98814583,-28.96385956,12.80224609
159.3730834,-18.14389992,-30.9282608,10.974823
159.7035354,-14.67994118,-33.58424377,9.554199219
160.0339874,-10.98709297,-35.27244568,4.961547852
160.364435,-22.32354546,-27.94484711,-4.534484863
160.694887,-26.04085732,24.12363434,5.709655762
161.025339,-15.40415001,31.91005325,4.669342041
161.3557918,-16.45900917,31.38484573,4.102935791
161.6862438,-14.66775703,32.07535172,4.814422607
162.0166958,-10.0102005,33.81583405,6.476287842
162.3471473,-7.424089432,34.12838364,5.883087158
162.6775993,-7.806146622,34.11407471,6.074890137
163.0080513,-7.49461174,34.78144455,5.02746582
163.338503,-7.557943344,34.70810699,5.072021484
163.668955,-7.967809677,34.5212822,5.159332275
163.999407,-8.36120224,34.43077469,4.956176758
164.3298597,-9.788293839,34.17864609,5.434631348
164.6603117,-10.8556118,33.63573837,5.721832275
164.9907637,-11.17056847,33.71681976,5.282440186
165.3212158,-11.11916542,33.26984406,5.172271729
165.6516678,-11.64687157,33.22905731,5.662872314
165.9821198,-12.49341393,33.29225159,5.709869385
166.3125715,-13.44204903,32.77201843,4.842163086
166.6430225,-12.81678963,33.33345032,5.51071167
166.9734745,-10.82978249,33.9906044,5.897399902
167.3039267,-14.54030418,32.01348114,6.451751709
167.6343787,-15.98355293,31.15010834,7.857299805
167.9648307,-16.7130146,30.72299194,9.321380615
168.2952825,-16.13900566,31.78102875,8.455200195
168.6257345,-14.92910194,32.03735733,8.39239502
168.9561855,-15.41223335,31.76311111,8.380157471
169.2866369,-16.58012581,31.40224838,8.533966064
169.6170889,-18.58923531,30.44757843,7.994995117
169.9475409,-18.08401299,30.6288681,8.302429199
170.2779925,-17.02158928,31.25722122,8.192169189
170.6084445,-19.40423393,29.85425186,8.798217773
170.9388965,-26.67555046,22.93695831,13.01974487
171.2693477,-30.64158058,15.1364212,17.64306641
171.5997997,-30.7982502,14.3923645,17.21929932
171.9302517,-31.03572655,15.25302887,16.33135986
172.2607022,-31.0571003,15.02298737,16.45074463
172.5911542,-29.62738609,17.20553589,18.24798584
172.9216062,-24.69046974,26.98508072,7.459869385
173.2520576,-23.28800011,27.79085922,7.007720947
173.5825096,-7.3313694,35.96056747,1.820739746
173.9129616,0.27630806,35.51604462,-5.300079346
174.2434137,0.763566971,36.13876343,-3.228240967
174.5738657,-0.824151993,36.34806442,-3.738037109
174.9043177,-3.711708069,35.98846054,-3.472351074
175.2347696,-7.129207611,35.86789322,-2.90447998
175.5652206,-13.21559334,33.82396698,-3.779785156
175.8956726,-17.41666603,32.2397995,-4.642547607
176.2261239,-16.99334908,32.4597435,-3.275634766
176.5565759,-17.6301403,32.3216362,-3.898895264
176.8870269,-17.21018791,32.39308167,-3.674407959
177.2174791,-23.15822029,29.15546036,-2.300445557
177.5479311,-28.71206474,25.134552,3.802368164
177.8783831,-30.54815483,23.18630219,7.497436523
178.2088343,-30.7724247,21.78607178,8.627563477
178.5392863,-31.80497169,21.27111053,7.387420654
178.8697383,-31.31226921,21.84928894,8.448638916
179.20019,-31.00002861,22.54008484,6.494750977
179.530641,-30.72299385,22.77371979,7.74118042
