Time (s),X (µT),Y (µT),Z (µT)
179.861093,-30.91819191,22.49198914,6.417419434
180.1915444,-31.64036751,21.91217804,5.830474854
180.5219954,-31.78785133,21.34046173,5.307312012
180.8524474,-32.12671661,21.29951477,5.478973389
181.182899,-31.30235863,21.52761078,8.52645874
181.51335,-30.60912132,22.6735611,8.521606445
181.843802,-30.85472298,22.77849579,9.068878174
182.1742542,-30.85881233,22.40844727,9.297088623
182.5047062,-31.14069939,21.67847443,9.325439453
182.8351582,-32.81620026,19.99443054,9.243011475
183.1656095,-36.11315155,13.53599548,8.781890869
183.4960615,-39.24285126,6.637802124,4.702484131
183.8265125,-39.42263794,4.875679016,4.116394043
184.1569638,-38.13638306,9.234672546,6.107879639
184.4874158,-37.86126709,10.24158478,5.406829834
184.8178668,-38.33895111,9.447273254,4.052734375
185.1483188,-38.29386902,9.029785156,4.890197754
185.4787698,-39.90711975,-0.884086609,6.507263184
185.8092218,-34.98501587,-18.91171265,11.05154419
186.1396722,-19.30180931,-35.09648895,12.24816895
186.4701242,-13.11403465,-35.24018097,19.63525391
186.8005752,-14.13223839,-35.37306213,18.7350769
187.1310273,-17.16931725,-34.67549896,16.95779419
187.4614793,-21.98731041,-33.74230957,9.628814697
187.7919303,-29.09939003,-27.27630615,8.566009521
188.1223818,-36.32489014,12.91759491,11.19866943
188.4528328,-26.81812477,28.55193329,-0.119873047
188.7832848,-28.41457939,26.88839722,1.610961914
189.1137362,-30.81352043,24.23259735,4.748748779
189.4441882,-30.20281792,24.72019958,5.793914795
189.7746392,-29.53815269,25.39033508,5.651641846
190.1050912,-27.37883949,27.75680923,2.531616211
190.4355448,-29.22386742,25.68598175,1.096923828
190.7659968,-30.01001549,24.95646667,1.451538086
191.0964478,-30.00572014,24.87893677,1.634002686
191.4269004,-30.64602852,24.59986877,3.138916016
191.7573514,-30.32330132,24.8769989,2.684082031
192.0878024,-30.47878075,24.95452118,2.587493896
192.41825,-29.1823864,25.90049744,2.857299805
192.748701,-28.26618767,26.88822556,2.816101074
193.079153,-28.6501255,26.72348022,1.814208984
193.4096043,-26.6117115,28.51992416,1.418426514
193.7400563,-26.39510918,28.35092926,4.739196777
194.0705073,-26.46319008,28.55694199,8.622467041
194.4009598,-30.00377083,23.70150757,12.67630005
194.7314118,-26.9124012,28.0864296,9.438476563
195.0618628,-22.6597805,31.21650696,9.353607178
195.392314,-22.76303673,31.65958786,8.511077881
195.722766,-21.95627785,31.65692902,8.105194092
196.053218,-21.05139351,32.19812393,8.185241699
196.3836703,-20.6038456,32.61899567,8.861419678
196.7141223,-19.67661476,32.96709061,9.852722168
197.0445733,-19.01110268,33.27014542,10.33087158
197.3750255,-17.02241707,34.43558121,10.78204346
197.7054775,-17.45364952,34.38503265,11.10031128
198.0359295,-17.25281334,34.36386871,10.43069458
198.3663817,-16.28488731,34.68069077,10.49346924
198.6968327,-14.35798454,35.62414169,10.95440674
199.0272847,-12.70014381,35.72100449,11.36709595
199.3577356,-12.99902153,35.77696228,11.28009033
199.6881876,-13.08127403,35.57248688,11.29003906
200.0186386,-14.33982277,35.07872772,10.10690308
200.3490905,-16.80932808,34.56999588,8.526153564
200.6795415,-24.03148079,30.36175537,7.458587646
201.0099935,-30.03893471,24.7456131,7.780090332
201.3404445,-30.46169472,24.0145874,7.774383545
201.6708965,-31.01869774,23.21916962,10.0473938
202.0013475,-34.73208618,16.42071533,12.85861206
202.3317989,-35.62503052,11.31697083,17.23156738
202.6622499,-36.12325287,12.16191864,16.00942993
202.9927009,-35.81092072,10.64328766,18.58407593
203.323154,-37.51540375,2.041404724,17.80871582
203.653605,-38.11685944,-1.42489624,16.44989014
203.984056,-37.68443298,-0.384124756,17.26672363
204.3145079,-37.32923126,-0.689575195,18.21832275
204.6449589,-36.87514496,-3.37663269,18.99954224
204.9754099,-35.77500153,-8.328544617,20.32046509
205.3058608,-34.56043243,-9.161720276,21.72451782
205.6363118,-34.92373657,-9.064674377,21.6022644
205.9667638,-34.71282196,-8.897712708,21.86920166
206.2972149,-35.11279297,-8.137779236,20.91384888
206.6276659,-35.31730652,-6.835426331,21.02752686
206.9581169,-35.50857544,-6.13910675,20.90786743
207.2885694,-33.18180847,17.57715607,15.77810669
207.6190204,-22.28539467,32.20981598,7.53515625
207.9494724,-14.67593956,36.6324234,3.389404297
208.2799236,-12.61675835,37.45411301,3.209136963
208.6103746,-16.94640923,35.34208298,2.155914307
208.9408266,-20.15291405,33.99065781,1.614379883
209.2712769,-25.69405937,30.18541718,3.150970459
209.6017279,-32.88420105,23.52310181,5.758270264
209.9321799,-39.16414642,11.18080902,8.209350586
210.2626317,-40.23501587,4.649917603,11.11099243
210.5930827,-40.2669754,3.389976501,11.18917847
210.9235337,-39.5845871,-0.144691467,15.44613647
211.2539846,-38.68490601,-2.799041748,19.28320313
211.5844356,-37.27899933,-4.256126404,22.9119873
211.9148866,-36.7506485,-4.91254425,23.85974121
212.2453412,-36.89169312,-4.850692749,23.73031616
212.5757922,-37.83695984,-2.334533691,21.00424194
212.9062442,-35.45778656,5.019340515,24.66073608
213.2366957,-31.25557518,25.388237,11.65106201
213.5671477,-31.854002,25.5233078,7.88583374
213.8975997,-29.05679512,28.63057709,7.735107422
214.2280472,-29.37098885,28.45105743,6.670440674
214.5584992,-28.94111061,29.05485535,5.721191406
214.8889512,-29.08624077,28.78676224,4.977020264
215.2194033,-28.44214821,29.01956177,5.306488037
215.5498553,-26.32573509,30.57229614,8.013214111
215.8803073,-26.408144,30.63625336,7.459442139
216.2107594,-26.06146812,31.45009232,7.907073975
216.5412124,-26.32889366,31.30491257,7.214202881
216.8716644,-25.83799171,31.8766098,7.69934082
217.2021163,-28.01152611,29.79165649,5.290740967
217.5325683,-32.91924286,24.49377441,8.428009033
217.8630203,-37.68253326,14.27957153,14.18234253
218.1934722,-40.51898956,2.26864624,12.77407837
218.5239242,-40.85579681,-0.274169922,13.53488159
218.8543762,-40.49765778,-1.227813721,14.14709473
219.18483,-40.35187531,-2.092170715,14.67987061
219.515282,-41.04136658,-2.586807251,12.67355347
219.845734,-41.46872711,-0.151290894,10.58795166
220.1761855,-41.26307678,5.456085205,5.01260376
220.5066365,-41.24996948,7.311065674,4.614562988
220.8370885,-40.85244751,7.345588684,6.34854126
221.16754,-40.68465424,7.659759521,7.427093506
221.497992,-40.71019745,7.110740662,8.325958252
221.828444,-40.38393402,7.231307983,8.745910645
222.1588965,-40.54170227,7.200233459,9.107513428
222.4893475,-40.30250549,7.560691833,9.684997559
222.8197995,-40.48079681,7.400093079,9.640533447
223.1502515,-40.13472748,7.443328857,11.19332886
223.4807035,-39.87153625,6.781639099,11.15933228
223.8111545,-39.95619965,6.895835876,11.82351685
224.1416065,-39.90298462,6.132408142,14.16555786
224.4720573,-39.32206726,5.144447327,17.48498535
224.8025093,-38.42745972,3.247406006,19.6421814
225.1329613,-38.49409485,1.117866516,19.70391846
225.4634126,-38.43052673,1.127555847,20.39376831
225.7938646,-38.30480957,1.962882996,21.33514404
226.1243156,-37.9592514,4.082618713,21.14511108
226.4547665,-37.36723328,6.571411133,21.76464844
226.7852185,-36.83468628,9.70476532,21.69171143
227.1156695,-36.42292786,12.64804077,21.21710205
227.4461207,-36.82559204,12.96768951,20.83435059
227.7765727,-36.65028381,12.2983551,20.69232178
228.1070237,-36.99659729,11.48853302,20.64752197
228.4374749,-36.27607727,12.69514465,20.7911377
228.7679269,-36.5154953,14.12322235,20.58230591
229.0983779,-37.11679077,11.87836456,20.77563477
229.4288286,-37.08965302,11.77087402,20.56185913
229.7592796,-37.57606506,12.06071472,19.79534912
230.0897306,-36.86888123,13.9864502,19.76062012
230.4201829,-36.49615479,14.84001923,18.82495117
230.7506339,-37.35890961,12.83711243,19.71835327
231.0810849,-37.85664368,10.12160492,18.52734375
231.41154,-38.17279816,8.672241211,18.07501221
231.741991,-38.69477844,7.565254211,17.0355835
232.072442,-38.64810944,8.932662964,16.47787476
232.4028897,-36.64640808,9.305961609,20.83798218
232.7333417,-36.87562561,0.195503235,23.12799072
233.0637927,-36.7946701,-10.37732697,21.04260254
233.3942435,-34.6426239,-14.6539917,22.46386719
233.7246955,-34.25531006,-16.18660736,21.59884644
234.0551465,-33.23664093,-18.34815979,20.46356201
234.3855972,-30.45772743,-22.47910309,21.31411743
234.7160482,-24.80761528,-28.41567993,20.74182129
235.0465002,-21.13113976,-32.63050079,15.45928955
235.376951,-18.48849678,-35.43627167,11.28863525
235.707402,-15.82034492,-37.05166626,6.063964844
236.037853,-3.076913834,-40.38581848,6.542205811
236.3683044,-11.16863823,-39.13955688,8.368347168
236.6987564,-14.47676277,-37.96089172,6.92388916
237.0292074,-14.30308342,-38.32122803,7.406066895
237.3596593,-14.42419243,-38.03578186,6.554534912
237.6901103,-24.43886375,-31.12910461,14.12231445
238.0205613,-19.24352837,33.27072144,9.983215332
238.3510126,-10.84265709,36.40542221,-0.396240234
238.6814646,-8.062904358,37.17916489,-1.998687744
239.0119156,-8.401727676,36.7899971,-4.04888916
239.3423663,-9.758361816,36.73840332,-4.469451904
239.6728183,-11.50894737,36.159935,-4.17288208
240.0032693,-12.4840107,36.51324463,-3.590759277
240.3337207,-12.54423714,36.5698204,-2.511047363
240.6641727,-12.91096306,36.36008835,-2.520843506
240.9946237,-12.04501534,36.63235474,-3.269989014
241.3250751,-11.88432884,36.70131683,-3.474090576
241.6555261,-11.63031578,36.31586456,-4.07611084
241.9859771,-9.954437256,36.63240051,-4.137268066
242.3164299,-10.56032753,36.37960052,-4.435913086
242.6468809,-13.4146328,35.63808441,-5.606323242
242.9773319,-24.44399452,28.98040009,-6.167327881
243.3077837,-27.90455818,26.56758881,-4.396972656
243.6382347,-30.70641518,24.82652283,-2.367736816
243.9686857,-31.71159172,23.4083252,-1.418334961
244.2991366,-32.8095932,22.68560791,1.058837891
244.6295886,-33.2831192,22.2631073,3.080932617
244.9600396,-33.21437836,22.13469696,3.50088501
245.2904908,-33.80220795,21.04445648,7.904876709
245.6209418,-34.65757751,18.8061676,11.35458374
245.9513938,-34.48007965,19.26338959,8.234558105
246.2818453,-34.56461334,19.52349854,7.26953125
246.6122963,-34.51224518,19.01342773,10.13058472
246.9427473,-34.02955627,19.43519592,11.44076538
247.2731982,-33.84140778,20.0579834,9.707611084
247.6036492,-33.65148926,20.6920929,8.567016602
247.9341012,-33.80862427,20.79416656,7.401428223
248.2645512,-34.0903244,20.35780334,7.370819092
248.5950022,-36.16590118,16.85987091,8.131713867
248.9254532,-36.85139465,14.45287323,8.836853027
249.255905,-36.46881104,15.7921524,8.820892334
249.586356,-36.55185699,15.3473587,7.135742188
249.916807,-36.89130402,15.49726105,7.098144531
250.2472572,-36.51566315,14.47849274,8.17755127
250.5777082,-37.7533493,9.154022217,13.28018188
250.9081592,-37.42453003,4.420913696,15.91146851
251.2386103,-37.34679413,2.025863647,16.90924072
251.5690613,-37.52210999,1.158317566,16.4140625
251.8995123,-37.79880524,1.749534607,16.31417847
252.2299638,-37.85809326,3.643356323,14.08532715
252.5604148,-37.98618317,9.207817078,10.28088379
252.8908658,-36.44696808,14.71911621,5.536468506
253.2213162,-33.06594849,20.97579193,0.794494629
253.5517672,-28.04569817,25.99980927,-3.275787354
253.8822182,-24.28747368,28.79013062,-6.204681396
254.21267,-18.51945686,32.17085266,-7.579284668
254.543121,-13.91776085,36.0100174,5.762054443
254.873572,-28.44311333,20.24342346,21.38949585
255.2040234,-35.79727173,14.36162567,10.02383423
255.5344754,-36.95016479,9.472450256,9.569488525
255.8649264,-36.99063873,8.221092224,14.20996094
256.1953772,-36.26770782,8.680175781,15.53295898
256.5258282,-36.04837036,8.699493408,15.82876587
256.8562802,-35.57067871,10.223526,16.59906006
257.1867317,-35.78535461,11.2689743,16.11398315
257.5171827,-35.49752808,10.33043671,17.13427734
257.8476337,-36.15242004,7.706604004,17.2387085
258.1780847,-36.21446991,3.421356201,19.05813599
258.5085355,-36.40781403,-2.881134033,17.83312988
258.8389865,-36.08914185,-4.788391113,17.88919067
259.1694375,-35.58971405,-4.973648071,18.25866699
259.4998885,-35.13935852,-7.298851013,19.24002075
259.8303395,-33.94976807,-10.75340271,20.36895752
260.1607905,-33.37177277,-11.88603973,20.04467773
260.4912423,-31.84031868,-16.26207733,18.98669434
260.8216923,-28.67722893,-20.65005493,18.97937012
261.1521433,-26.6969738,-23.59288788,18.52713013
261.4825935,-25.52885246,-24.71925354,18.52801514
261.8130445,-25.89553642,-24.86911011,16.91067505
262.1434945,-25.6727047,-25.23659515,17.53411865
262.473945,-26.09418297,-24.35300446,18.14263916
262.804396,-25.63275719,-25.25692749,17.70391846
263.134847,-25.48689842,-25.8158493,16.21182251
263.465298,-25.64314842,-25.57023621,16.55236816
263.795748,-34.29021454,-6.390319824,17.84646606
264.126199,-16.93172646,31.04150009,11.27807617
264.4566517,-6.484430313,35.31857681,4.628875732
264.7871027,-8.73484993,34.8613472,6.554931641
265.1175537,-8.35918045,35.58227539,3.598999023
265.4480052,-10.85650063,34.66275787,2.287414551
265.7784562,-11.27559853,34.71743011,2.946075439
266.1089072,-11.21046638,34.59963989,4.13659668
266.4393588,-11.92408943,34.35390854,3.662475586
266.7698098,-12.54706764,34.63396835,4.272888184
267.1002608,-13.31748009,33.90454483,4.847991943
267.4307112,-12.86182594,34.2328949,3.792175293
267.7611622,-11.96609688,35.05871582,3.330291748
268.0916132,-11.89875221,34.56171036,2.855712891
268.4220643,-12.28376579,34.32501602,2.996459961
268.7525153,-14.22267342,33.72129059,3.167449951
269.0829663,-16.74607277,32.67520905,2.903778076
269.4134179,-18.13692665,31.74908447,-1.269317627
269.7438689,-16.26994896,32.85497665,-0.011230469
270.0743189,-14.06071281,33.35903168,0.293823242
270.404769,-23.62944984,28.31050491,-0.412811279
270.73522,-31.46801567,20.38648224,5.262634277
271.065671,-33.9571228,11.39650726,14.16656494
271.3961232,-33.03530121,6.996101379,19.47122192
271.7265732,-31.79512596,5.890007019,21.69610596
272.0570242,-31.48155403,5.064453125,22.6980896
272.3874747,-31.12380791,6.344604492,22.3145752
272.7179247,-30.82717705,4.377220154,23.84765625
273.0483757,-30.97039986,3.555747986,23.41052246
273.3788257,-31.90745735,2.579147339,22.56838989
273.7092767,-32.89432526,0.21320343,20.29016113
274.0397277,-33.14998627,-1.173858643,19.47393799
274.3701777,-33.83760071,-1.783348083,18.74594116
274.7006287,-34.21329498,-2.060180664,16.87231445
275.0310787,-34.37612915,-1.489356995,17.55810547
275.3615302,-34.3146286,-1.173469543,17.15612793
275.6919802,-34.5398407,-1.56640625,17.4864502
276.0224312,-34.44677734,-1.174873352,17.60507202
276.3528803,-34.87922668,-0.206008911,15.67965698
276.6833313,-35.54143524,-0.498558044,13.45193481
277.0137813,-35.61323547,0.652893066,12.67700195
277.3442332,-35.42684174,0.848167419,14.38452148
277.6746832,-34.93715668,0.072776794,16.34408569
278.0051342,-34.31581116,0.229072571,16.63580322
278.3355836,-34.61911774,0.872459412,16.66546631
278.6660346,-34.33935547,0.972854614,17.42388916
278.9964856,-34.74815369,1.14981842,16.94140625
279.3269349,-34.55010986,0.946540833,16.62231445
279.6573859,-34.23910522,1.021232605,16.55609131
279.9878359,-34.77872467,1.396194458,15.70532227
280.3182872,-34.62121582,1.72681427,15.54632568
280.6487382,-34.66779327,1.549530029,15.65991211
280.9791882,-34.55729675,1.867736816,16.03442383
281.3096392,-34.81715393,2.110717773,16.31747437
281.6400892,-34.45446777,2.286460876,15.80776978
281.9705402,-34.6248703,2.625663757,15.32977295
282.3009901,-34.29843903,2.757110596,15.81497192
282.6314411,-34.18757629,2.962425232,16.21914673
282.9618911,-34.19722748,2.387367249,16.83050537
283.2923423,-34.52594757,3.442047119,15.44299316
283.6227923,-34.47158051,3.887062073,15.25164795
283.9532423,-34.52005768,3.708374023,15.69613647
284.2836933,-34.66648865,3.980781555,15.69668579
284.6141433,-34.59703064,4.940353394,15.74429321
284.9445943,-34.31235504,3.71635437,17.24481201
285.2750445,-34.24033356,2.693534851,17.75619507
285.6054945,-34.19992828,2.769927979,17.24386597
285.9359455,-34.06838226,3.461456299,17.13442993
286.2663959,-34.45802307,3.849411011,15.97302246
286.5968459,-34.08629608,4.371330261,16.27148438
286.9272969,-34.08009338,4.590049744,16.51867676
287.2577466,-33.24629211,5.663970947,17.55737305
287.5881966,-33.22523499,6.746940613,17.49835205
287.9186476,-32.49205017,8.742973328,16.9564209
288.2490969,-32.10668182,10.11399841,16.96066284
288.5795469,-27.11707497,-3.842788696,28.72714233
288.9099969,0.162431717,-35.15348053,16.1104126
289.240449,1.166122437,-35.87020111,14.48461914
289.570899,-4.4030056,-36.80352783,1.271606445
289.901349,-5.059482574,-36.68382263,5.149078369
290.2317982,-1.480051041,-37.27746582,5.710021973
290.5622492,-2.433269501,-37.02110291,5.136199951
290.8926992,-3.979284286,-32.83647919,21.57962036
291.2231492,0.34715271,-30.81834412,25.24517822
291.5535992,3.257762909,-32.41547394,22.50698853
291.8840502,-21.13411903,-26.7335434,19.97528076
292.2145002,-31.94104576,6.367752075,18.80358887
292.54495,-30.86930656,13.47743225,14.43792725
292.8754,-30.1594944,13.02326965,16.65228271
293.205851,-30.30324745,7.873458862,21.27377319
293.5363053,-29.97417259,7.697593689,21.5723877
293.8667553,-30.26169777,8.274719238,21.98132324
294.1972053,-30.8294239,8.690704346,20.73937988
294.5276514,-31.98903084,7.912666321,19.38891602
294.8581014,-33.39419556,5.915534973,16.57272339
295.1885524,-33.45134735,5.75920105,15.24942017
295.5190022,-33.87609863,5.77167511,13.22695923
295.8494522,-34.19224548,5.428771973,12.57772827
296.1799022,-33.93024445,5.966392517,13.09762573
296.5103561,-33.4827652,6.3384552,13.431427
296.8408061,-33.30909729,5.977722168,17.16711426
297.1712571,-32.77314758,6.226554871,17.46313477
297.5017035,-33.30131531,6.464782715,16.36575317
297.8321535,-33.30345154,6.620727539,14.8918457
298.1626035,-33.36826324,8.22277832,12.20904541
298.4930537,-32.89251709,9.10496521,13.4571228
298.8235037,-32.97324371,8.227127075,16.63928223
299.1539537,-33.13431549,6.636047363,16.26651001
299.4844032,-32.88306427,6.394737244,17.04528809
299.8148532,-32.2477951,8.649101257,17.44000244
300.1453032,-33.39151001,6.266349792,16.38735962
300.4757535,-32.91042328,6.946662903,17.68838501
300.8062045,-32.84618378,8.800605774,16.51333618
301.1366545,-30.99521828,-2.938262939,22.79852295
301.4671083,-29.59657478,-1.95866394,25.1461792
301.7975583,-29.40759087,-7.847923279,24.24993896
302.1280083,-27.58303261,-12.1155014,24.50198364
302.4584544,-21.05814552,-15.36425781,30.54708862
302.7889044,-22.82386208,-18.84342194,26.6817627
303.1193544,-20.35170174,-25.41178131,21.60797119
303.449805,-19.02470207,-26.34371185,21.63699341
303.780255,-21.97802925,-24.66702271,18.84185791
304.110705,-33.36966705,10.24292755,10.39404297
304.4411547,-34.15518951,8.827636719,8.871246338
304.7716047,-34.70275879,9.257080078,6.987121582
305.1020557,-34.51560211,9.343490601,6.029052734
305.4325054,-34.83699036,9.226219177,6.227416992
305.7629554,-34.65122986,6.945877075,11.04876709
306.0934054,-34.41888428,0.480148315,15.19567871
306.423855,-33.79008484,-5.588829041,16.17657471
306.754305,-33.31649017,-7.42124939,16.36193848
307.084755,-33.91706848,-8.495536804,15.10427856
307.415205,-34.34349823,-7.85660553,13.80392456
307.745655,-35.04298401,-6.841499329,11.91445923
308.076105,-35.43894958,-3.839782715,11.62213135
308.4065559,-36.07027435,-2.005310059,6.958312988
308.7370059,-35.94972992,-0.886558533,9.091186523
309.0674549,-35.35881805,-1.922180176,12.58135986
309.3979047,-34.78754425,-4.435005188,15.02502441
309.7283547,-34.15372467,-6.558532715,15.76867676
310.0588047,-33.27451324,-7.778518677,16.63671875
310.3892542,-32.81317902,-11.1553421,15.40890503
310.7197042,-33.13903046,-11.40200806,13.72824097
311.0501542,-33.14733887,-9.817260742,14.73614502
311.3806042,-23.58118248,26.30519485,3.783355713
311.7110552,-20.03904533,29.19169617,2.646270752
312.0415052,-25.45790291,25.32178497,2.504211426
312.3719559,-33.00517273,14.68753052,7.757385254
312.7024059,-35.70233917,-0.827575684,12.43307495
313.0328559,-29.78958702,-20.47166443,16.23345947
313.3633061,-26.53147316,-23.70932007,18.16070557
313.6937561,-25.63075066,-24.29419708,19.35873413
314.0242061,-24.07407951,-25.51277161,19.15283203
314.354655,-25.29849815,-25.63311768,16.97918701
314.685105,-29.12003517,-22.62269592,14.30908203
315.015555,-33.79990387,-16.12950897,9.368835449
315.3460055,-35.59568024,-11.50962067,7.571807861
315.6764555,-35.36512756,-12.16678619,9.116271973
316.0069055,-34.30297089,-14.25240326,10.93426514
316.3373566,-33.7289505,-15.50270081,12.76931763
316.6678066,-33.20275116,-15.68281555,14.2180481
316.9982566,-33.34465027,-15.06856537,14.01348877
317.3287057,-33.72634888,-15.37325287,13.81115723
317.6591557,-33.18634796,-15.69488525,13.9324646
317.9896057,-32.46736908,-16.34186554,15.72946167
318.3200562,-33.24913025,-15.8571167,14.35714722
318.6505062,-32.84807587,-15.69822693,14.26412964
318.9809562,-32.74985504,-16.08634949,14.07608032
319.311405,-32.82086182,-16.20214844,13.82019043
319.641855,-32.64054871,-16.09146881,14.6468811
319.972305,-32.5989151,-16.38694763,12.99716187
320.3027559,-33.02420807,-16.52305603,12.88119507
320.6332049,-32.8806839,-16.21893311,12.88656616
320.9636549,-32.99520111,-16.71504974,13.71359253
321.2941044,-32.48097992,-16.90711212,13.85211182
321.6245544,-34.36210632,-14.90834045,11.0480957
321.9550044,-35.5408783,-11.99888611,9.544586182
322.2854576,-35.11320496,-13.0280304,10.90371704
322.6159076,-35.52417755,-12.15514374,9.891052246
322.9463576,-35.75923157,-11.30078125,8.879364014
323.2768043,-36.18037415,-10.1561203,6.78729248
323.6072543,-36.38346863,-9.566291809,5.896392822
323.9377043,-36.73770905,-8.568458557,4.137573242
324.2681544,-37.06816101,-7.607284546,3.72946167
324.5986044,-36.67545319,-6.835601807,0.760772705
324.9290544,-36.48373413,-5.530143738,0.298248291
325.2595044,-36.87721252,-3.312469482,0.837524414
325.5899544,-37.18208313,-1.872764587,1.029632568
325.9204044,-36.81478119,0.566184998,0.407623291
326.2508544,-32.56263733,4.654167175,21.70822144
326.5813043,-29.58774376,16.90068817,16.77865601
326.9117543,-29.04778099,18.45767212,15.8644104
327.2422043,-26.57430077,22.69429779,13.19332886
327.5726545,-28.17323494,20.70007324,14.81872559
327.9031045,-32.84046173,9.093650818,18.38815308
328.2335545,-34.69007874,1.812385559,17.32189941
328.5640035,-34.79849243,-0.029273987,17.9637146
328.8944535,-34.35637665,-1.460571289,19.17391968
329.2249035,-33.88578033,-6.348808289,19.49206543
329.5553538,-31.45031166,-13.5226059,20.44924927
329.8858038,-35.61254883,-5.485412598,14.06842041
330.2162538,-35.11406708,9.522071838,1.131652832
330.5467033,-35.84302521,8.151359558,2.732177734
330.8771533,-36.78687286,5.388168335,7.473419189
331.2076033,-36.44424438,1.281524658,10.96234131
331.5380532,-36.6849823,-2.157028198,10.36697388
331.8685032,-36.80459595,0.872123718,11.7789917
332.1989532,-36.60298157,-0.833282471,13.13336182
332.5294027,-36.62575531,-1.986236572,13.13589478
332.8598527,-36.77105713,-2.665939331,13.53118896
333.1903027,-36.66049194,-1.69418335,12.79434204
333.5207531,-36.53321075,-0.962677002,13.290802
333.8512031,-36.05852509,-1.240081787,13.74963379
334.1816531,-36.14115143,-1.284431458,14.36734009
334.5121027,-36.19058228,-1.243522644,13.35403442
334.8425527,-36.63139343,-5.428421021,12.18173218
335.1730017,-34.7624588,-12.91388702,12.47677612
335.5034513,-32.38806152,-19.04514313,13.92834473
335.8339013,-31.01423836,-21.25405121,13.82043457
336.1643513,-29.48617363,-23.34537506,14.32098389
336.4948013,-30.75775719,-22.24798584,14.19494629
336.8252513,-31.08667183,-21.47846222,14.75909424
337.1557003,-30.51319695,-21.25140381,17.42636108
337.4861503,-28.19132042,-22.14836121,19.60726929
337.8166003,-26.04855537,-26.44431305,18.25494385
338.1470503,-24.89887047,-27.81443787,16.6607666
338.4775013,-23.39122581,-29.73254395,16.19613647
338.8079503,-23.78635216,-29.36977386,17.1439209
339.1384003,-25.70915031,-26.40375519,18.46594238
339.4688493,-27.09262276,-25.51583099,18.06820679
339.7992993,-26.63656044,-25.36440277,18.13363647
340.1297493,-27.64910316,-23.21603394,19.27114868
340.4601992,-26.71616554,-24.58148193,19.29656982
340.7906492,-28.66238976,-23.15807343,17.68173218
341.1210992,-28.28328133,-24.58638,16.76184082
341.451548,-27.90062523,-24.54676819,17.23849487
341.781998,-28.23463249,-24.63921356,17.59674072
342.112448,-28.0143261,-24.55474854,17.35513306
342.4428971,-27.95020103,-24.99425507,16.69961548
342.7733471,-27.95338631,-24.63213348,16.92224121
343.1037971,-27.56394768,-25.13458252,15.97821045
343.4342474,-27.79726219,-25.81635284,15.13650513
343.7646964,-25.8293438,-27.62733459,15.35009766
344.0951464,-25.80257225,-28.22570038,12.8520813
344.4255973,-26.82174492,-26.46199036,15.27233887
344.7560473,-26.75067329,-26.05236816,17.49642944
345.0864963,-25.85585594,-25.7490387,19.03326416
345.4169452,-19.27837944,-31.90840149,19.03839111
345.7473952,-23.80904961,-18.10806274,32.16366577
346.0778442,-33.27381897,22.71697998,10.42684937
346.4082942,-35.28703308,12.61042786,21.81341553
346.7387442,-37.31461334,6.652198792,21.30667114
347.0691942,-37.74859619,2.073348999,22.06503296
347.3996435,-38.5317688,-1.399162292,20.86694336
347.7300935,-38.33921051,-3.030181885,20.75326538
348.0605435,-38.69075012,-4.010772705,19.27334595
348.3909964,-38.57299042,-4.842483521,19.11322021
348.7214464,-38.68556976,-4.538894653,19.11953735
349.0518964,-38.77089691,-4.619560242,19.33721924
349.382341,-38.84746552,-5.432067871,18.81900024
349.712791,-38.63851929,-5.870246887,18.83135986
350.04324,-38.668396,-7.051643372,18.99710083
350.3736904,-38.12175751,-7.536888123,18.98391724
350.7041404,-38.25192261,-7.109657288,19.70761108
351.0345904,-38.00005341,-8.958343506,19.52520752
351.3650398,-38.16120911,-10.46072388,19.04736328
351.6954898,-38.1595459,-10.08639526,17.73898315
352.0259388,-38.08918762,-8.922981262,18.45288086
352.3563884,-38.56389618,-8.047813416,17.90316772
352.6868384,-38.43704987,-7.944068909,17.90716553
353.0172874,-38.17923737,-8.194641113,18.48199463
353.347738,-38.46214294,-8.537490845,18.60705566
353.678188,-38.2634201,-8.454551697,17.98632813
354.008637,-38.52358246,-8.19644928,18.45587158
354.3390867,-38.72109222,-8.524093628,18.21209717
354.6695367,-38.33669281,-8.187614441,18.32324219
354.9999857,-38.53565216,-8.232116699,18.9234314
355.3304363,-38.56116486,-7.648880005,18.58447266
355.6608853,-38.46955872,-6.559448242,19.13067627
355.9913353,-38.13700867,-6.556999207,19.3901062
356.3217842,-37.74706268,-7.440361023,21.29522705
356.6522332,-37.20122528,-8.298561096,21.6060791
356.9826832,-37.24168396,-8.632652283,21.25579834
357.3131332,-37.09194946,-8.316307068,20.96972656
357.6435832,-37.11281586,-6.966964722,22.02365112
357.9740322,-37.71392059,-6.880943298,19.5776062
358.3044831,-38.01848602,-6.389854431,19.37936401
358.6349331,-37.7427597,-6.952423096,20.51763916
358.9653821,-36.77753448,-7.853431702,21.19442749
359.2958316,-34.8719635,-8.851676941,24.82202148
359.6262816,-34.07944489,-10.08015442,26.32296753
359.9567316,-19.16934013,-27.91449738,29.29977417
360.2871817,-15.72481346,-37.19711304,14.2383728
360.6176317,-4.307516098,-40.01525879,13.84454346
360.9480807,-37.08692169,-3.353240967,23.01229858
361.2785307,-18.95975685,34.84431076,9.168060303
361.6089808,-15.45165062,37.11085129,5.800598145
